Change,Country,Location,Name,NameWoDiacritics,Subdivision,Status,Function,Date,IATA,Coordinates,Remarks,CoordinatesDecimal,Distance,Source
,HT,SMC,Baie de Saint-Marc,Baie de Saint-Marc,AR,RL,1-------,1307,,1907N 07242W,,"19.11667,-72.70000",N/A (no Nominatim),UN/LOCODE
,HT,STO,Santo,Santo,OU,RL,-----6--,1001,,1829N 07229W,,"18.48333,-72.48333",8,UN/LOCODE
,HT,TAB,Tabarre,Tabarre,OU,RL,--3-----,0901,,1835N 07216W,,"18.58333,-72.26667",3,UN/LOCODE
,HT,TRG,Turgeau,Turgeau,OU,RL,-----6--,1001,,1832N 07219W,,"18.53333,-72.31667",1,UN/LOCODE
,HT,TTY,Ti Tanyin,Ti Tanyin,OU,RL,--3-----,1101,,1843N 07221W,,"18.71667,-72.35000",N/A (no Nominatim),UN/LOCODE
,HU,2AZ,Türje,Turje,ZA,RL,--3-----,1701,,4659N 01706E,,"46.98333,17.10000",0,UN/LOCODE
,HU,2NJ,Cibakháza,Cibakhaza,JN,RL,--3-----,1607,,4658N 02012E,,"46.96667,20.20000",1,UN/LOCODE
,HU,2ZS,Máriapócs,Mariapocs,SZ,RL,--3-----,1607,,4753N 02202E,,"47.88333,22.03333",1,UN/LOCODE
,HU,4PS,Petnehaza,Petnehaza,SZ,RL,--3-----,1501,,4804N 02205E,,"48.06667,22.08333",1,UN/LOCODE
,HU,4TS,Tornyospalca,Tornyospalca,SZ,RL,--3-----,1501,,4816N 02211E,,"48.26667,22.18333",0,UN/LOCODE
,HU,5OS,Ostffyasszonyfa,Ostffyasszonyfa,VA,RL,--3-----,1501,,4719N 01703E,,"47.31667,17.05000",1,UN/LOCODE
,HU,5TP,Tapioszecso,Tapioszecso,PE,RL,--3-----,1501,,4727N 01936E,,"47.45000,19.60000",1,UN/LOCODE
,HU,8SZ,Szentmártonkáta,Szentmartonkata,PE,RL,--3-----,1407,,4727N 01942E,,"47.45000,19.70000",1,UN/LOCODE
,HU,8TW,Csót,Csot,VE,RL,--3-----,1407,,4722N 01737E,,"47.36667,17.61667",1,UN/LOCODE
,HU,9SE,Sellye,Sellye,BA,RL,--3-----,1607,,4552N 01750E,,"45.86667,17.83333",2,UN/LOCODE
,HU,A5A,Tass,Tass,BK,RL,--3-----,1607,,4701N 01902E,,"47.01667,19.03333",0,UN/LOCODE
,HU,A8Y,Annavolgy,Annavolgy,KE,RL,--3-----,1501,,4742N 01840E,,"47.70000,18.66667",0,UN/LOCODE
,HU,AAA,Szalkszentmarton,Szalkszentmarton,BK,RL,--3-----,1107,,4658N 01901E,,"46.96667,19.01667",1,UN/LOCODE
,HU,ABA,Aba,Aba,FE,RL,--3-----,1001,,4702N 01831E,,"47.03333,18.51667",1,UN/LOCODE
,HU,ABB,Abasár,Abasar,HE,RL,--3-----,1601,,4748N 02000E,,"47.80000,20.00000",1,UN/LOCODE
,HU,ABD,Abod,Abod,BZ,RL,--3-----,1301,,4823N 02047E,,"48.38333,20.78333",1,UN/LOCODE
,HU,ABK,Abadszalok,Abadszalok,JN,RL,-----6--,1001,,4728N 02037E,,"47.46667,20.61667",2,UN/LOCODE
,HU,ABO,Abony,Abony,PE,RL,-2------,0207,,4711N 02000E,,"47.18333,20.00000",1,UN/LOCODE
,HU,ADF,Andrásfa,Andrasfa,VA,RL,--3-----,1301,,4657N 01647E,,"46.95000,16.78333",2,UN/LOCODE
,HU,ADY,Adony,Adony,FE,RL,123-----,0212,,4707N 01852E,,"47.11667,18.86667",1,UN/LOCODE
,HU,AEW,Nagyrecse,Nagyrecse,ZA,RL,--3-----,1501,,4629N 01700E,,"46.48333,17.00000",4,UN/LOCODE
,HU,AFU,Almásfüzitó,Almasfuzito,KE,RL,123-----,0212,,4742N 01816E,,"47.70000,18.26667",3,UN/LOCODE
,HU,AGE,Agerdomajor,Agerdomajor,,QQ,-2------,8202,,,,,N/A,N/A
,HU,AGF,Agfalva,Agfalva,,RL,-2------,0212,,4741N 01631E,,"47.68333,16.51667",1,UN/LOCODE
,HU,AGG,Aggtelek,Aggtelek,,QQ,--3-----,8202,,4828N 02030E,,"48.4675104,20.5054283",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/1317826
,HU,AJK,Ajka,Ajka,,RL,-23-----,0601,,4706N 01734E,,"47.10000,17.56667",1,UN/LOCODE
,HU,AJS,Hajos,Hajos,BK,RL,--3-----,1601,,4623N 01907E,,"46.38333,19.11667",2,UN/LOCODE
,HU,AKT,Andornaktálya,Andornaktalya,,RL,123-----,0601,,4750N 02025E,,"47.83333,20.41667",1,UN/LOCODE
,HU,ALA,Alattyán,Alattyan,JN,RL,--3--6--,0501,,4726N 02003E,,"47.43333,20.05000",1,UN/LOCODE
,HU,ALB,Albertirsa,Albertirsa,PE,RL,-2------,0207,,4714N 01936E,,"47.23333,19.60000",2,UN/LOCODE
,HU,ALG,Algyo,Algyo,CS,RL,--3-----,0901,,4620N 02013E,,"46.3353787,20.2083596",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/1025064
,HU,ALS,Alsóörs,Alsoors,,RL,123-----,0601,,4659N 01759E,,"46.98333,17.98333",1,UN/LOCODE
,HU,AMS,Alsomocsolad,Alsomocsolad,BA,RL,--3-----,1301,,4619N 01815E,,"46.31667,18.25000",1,UN/LOCODE
,HU,ANA,Anarcs,Anarcs,SZ,RL,--3-----,1501,,4810N 02206E,,"48.16667,22.10000",1,UN/LOCODE
,HU,AND,Andocs,Andocs,SO,RL,--3-----,1007,,4639N 01755E,,"46.6488345,17.9243409",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/1367841
,HU,APG,Apostag,Apostag,,RL,--3-----,0101,,4653N 01858E,,"46.8832449,18.9673417",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/1130412
,HU,APO,Áporka,Aporka,PE,RL,--3-----,1301,,4714N 01901E,,"47.23333,19.01667",0,UN/LOCODE
,HU,ART,Artánd,Artand,,RL,--3-----,0212,,4707N 02146E,,"47.11667,21.76667",1,UN/LOCODE
,HU,ASZ,Alsozsolca,Alsozsolca,BZ,RL,1-3-----,1401,,4804N 02053E,,"48.06667,20.88333",0,UN/LOCODE
,HU,ATO,Akasztó,Akaszto,BK,RL,--3-----,0701,,4641N 01912E,,"46.68333,19.20000",1,UN/LOCODE
,HU,AZD,Aszód,Aszod,PE,RL,--3-----,0901,,4739N 01930E,,"47.65000,19.50000",2,UN/LOCODE
,HU,BAA,Baja,Baja,BK,RL,-23-----,0307,,4611N 01858E,,"46.18333,18.96667",1,UN/LOCODE
,HU,BAB,Bábolna,Babolna,KE,RL,--3-----,0212,,4738N 01758E,,"47.63333,17.96667",1,UN/LOCODE
,HU,BAC,Bácsbokod,Bacsbokod,BK,RL,--3-----,0901,,4607N 01910E,,"46.11667,19.16667",1,UN/LOCODE
,HU,BAD,Balatonalmadi,Balatonalmadi,VE,RL,--3-----,1301,,4702N 01801E,,"47.03333,18.01667",0,UN/LOCODE
,HU,BAE,Balatonlelle,Balatonlelle,SO,RL,--3-----,1001,,4647N 01741E,,"46.78333,17.68333",1,UN/LOCODE
,HU,BAI,Bataapati,Bataapati,TO,RL,-----6--,0901,,4613N 01836E,,"46.2219082,18.5989117",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/1501288
,HU,BAJ,Bajánsenye,Bajansenye,,RL,--3-----,0212,,4648N 01623E,,"46.80000,16.38333",0,UN/LOCODE
,HU,BAK,Bakonysárkány,Bakonysarkany,KE,RL,--3-----,1601,,4727N 01806E,,"47.45000,18.10000",0,UN/LOCODE
,HU,BAL,Balassagyarmat,Balassagyarmat,,QQ,--3-----,8202,,4805N 01918E,,"48.0768832,19.2926037",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/1370323
,HU,BAN,Bánréve,Banreve,,RL,--3-----,0212,,4818N 02022E,,"48.30000,20.36667",1,UN/LOCODE
,HU,BAO,Bajot,Bajot,KE,RL,--3-----,1007,,4744N 01833E,,"47.7258495,18.5579539",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/1027832
,HU,BAT,Battonya,Battonya,BE,RL,--3-----,1607,,4617N 02101E,,"46.28333,21.01667",0,UN/LOCODE
,HU,BCE,Bölcske,Bolcske,TO,RL,--3-----,1707,,4644N 01858E,,"46.73333,18.96667",1,UN/LOCODE
,HU,BCS,Bácsalmás,Bacsalmas,BK,RL,--3-----,1601,,4607N 01920E,,"46.11667,19.33333",1,UN/LOCODE
,HU,BDA,Berhida,Berhida,VE,RL,1----6--,0901,,4707N 01808E,,"47.1109931,18.1339369",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/1078551
,HU,BED,Beremend,Beremend,BA,RL,--3-----,1707,,4547N 01826E,,"45.78333,18.43333",0,UN/LOCODE
,HU,BEK,Békéscsaba,Bekescsaba,,RL,--3-----,0212,,4641N 02106E,,"46.68333,21.10000",0,UN/LOCODE
,HU,BEL,Beled,Beled,GY,RL,--3-----,1301,,4727N 01705E,,"47.45000,17.08333",2,UN/LOCODE
,HU,BES,Békés,Bekes,BE,RL,-2------,0212,,4645N 02107E,,"46.75000,21.11667",3,UN/LOCODE
,HU,BET,Békésszentandrás,Bekesszentandras,BE,RL,--3-----,1801,,4652N 02029E,,"46.86667,20.48333",1,UN/LOCODE
,HU,BEZ,Bezeréd,Bezered,ZA,RL,--3-----,1301,,4652N 01700E,,"46.86667,17.00000",1,UN/LOCODE
,HU,BFA,Becefa,Becefa,BA,RL,--3-----,1401,,4604N 01751E,,"46.06667,17.85000",0,UN/LOCODE
,HU,BGB,Biharnagybajom,Biharnagybajom,HB,RL,--3-----,1307,,4713N 02114E,,"47.21667,21.23333",1,UN/LOCODE
,HU,BGO,Bagod,Bagod,ZA,RL,-23--6--,0507,,4652N 01644E,,"46.86667,16.73333",1,UN/LOCODE
,HU,BGZ,Bodrogkeresztúr,Bodrogkeresztur,BZ,RL,--3-----,1301,,4810N 02122E,,"48.16667,21.36667",1,UN/LOCODE
,HU,BIC,Bicske,Bicske,,RL,-23-----,0601,,4728N 01838E,,"47.46667,18.63333",3,UN/LOCODE
,HU,BIH,Biharkeresztes,Biharkeresztes,HB,RL,-23-----,0212,,4708N 02143E,,"47.13333,21.71667",1,UN/LOCODE
,HU,BJA,Bajna,Bajna,KE,RL,--3-----,1801,,4739N 01836E,,"47.65000,18.60000",1,UN/LOCODE
,HU,BJK,Bodajk,Bodajk,FE,RL,--3-----,0901,,4719N 01814E,,"47.31667,18.23333",1,UN/LOCODE
,HU,BKF,Berekfürdo,Berekfurdo,JN,RL,--3-----,1101,,4723N 02051E,,"47.38333,20.85000",1,UN/LOCODE
,HU,BKL,Budakalász,Budakalasz,PE,RL,-----6--,0901,,4737N 01903E,,"47.61667,19.05000",0,UN/LOCODE
,HU,BKR,Mélykut,Melykut,BK,RL,--3-----,1407,,4612N 01923E,,"46.20000,19.38333",2,UN/LOCODE
,HU,BKS,Bekecs,Bekecs,BZ,RL,--3-----,1601,,4809N 02111E,,"48.15000,21.18333",1,UN/LOCODE
,HU,BLA,Balatonfuzfo,Balatonfuzfo,VE,RL,--3-----,0901,,4704N 01803E,,"47.06667,18.05000",1,UN/LOCODE
,HU,BLF,Balf,Balf,SN,RL,--3-----,1601,,4739N 01640E,,"47.65000,16.66667",0,UN/LOCODE
,HU,BLT,Balatonboglár,Balatonboglar,,RL,--3-----,0212,,4646N 01740E,,"46.76667,17.66667",2,UN/LOCODE
,HU,BND,Bank,Bank,NO,RL,--3-----,1207,,4756N 01911E,,"47.93333,19.18333",1,UN/LOCODE
,HU,BOC,Bocsa,Bocsa,BK,RL,--3-----,0907,,4636N 01930E,,"46.60000,19.50000",2,UN/LOCODE
,HU,BOD,Borsod,Borsod,BZ,RL,--3-----,0901,,4819N 02045E,,"48.31667,20.75000",1,UN/LOCODE
,HU,BOG,Dunabogdány,Dunabogdany,PE,RL,--3-----,1301,,4747N 01902E,,"47.78333,19.03333",1,UN/LOCODE
,HU,BOH,Börcs,Borcs,GS,RL,--3-----,1301,,4741N 01730E,,"47.68333,17.50000",0,UN/LOCODE
,HU,BOJ,Borjad,Borjad,BA,RL,--3-----,2001,,4556N 01828E,,"45.93333,18.46667",0,UN/LOCODE
,HU,BOK,Bosárkány,Bosarkany,GS,RL,--3-----,1901,,4741N 01715E,,"47.68333,17.25000",1,UN/LOCODE
,HU,BOL,Bóly,Boly,BA,RL,--3-----,0212,,4558N 01831E,,"45.96667,18.51667",0,UN/LOCODE
,HU,BON,Bonyhád,Bonyhad,,RL,--3-----,0212,,4618N 01832E,,"46.30000,18.53333",0,UN/LOCODE
,HU,BOR,Borsodnádasd,Borsodnadasd,BZ,RL,--3-----,0701,,4807N 02013E,,"48.11667,20.21667",2,UN/LOCODE
,HU,BOS,Bocs,Bocs,BZ,RL,-----6--,1001,,4802N 02057E,,"48.03333,20.95000",2,UN/LOCODE
,HU,BOT,Botykapeterd,Botykapeterd,BA,RL,-----6--,0901,,4603N 01752E,,"46.05000,17.86667",0,UN/LOCODE
,HU,BOY,Bony,Bony,GS,RL,--3-----,1301,,4739N 01752E,,"47.65000,17.86667",0,UN/LOCODE
,HU,BPF,Bélapátfalva,Belapatfalva,HE,RL,--3-----,1301,,4803N 02022E,,"48.05000,20.36667",2,UN/LOCODE
,HU,BRC,Bercel,Bercel,NO,RL,-23-----,1001,,4752N 01924E,,"47.8698475,19.4035193",2865,https://www.openstreetmap.org/relation/1370504
,HU,BRI,Biri,Biri,SZ,RL,-----6--,0901,,4749N 02151E,,"47.81667,21.85000",0,UN/LOCODE
,HU,BRS,Badacsonyörs,Badacsonyors,VE,RL,1----6--,0901,,4648N 01732E,,"46.80000,17.53333",1,UN/LOCODE
,HU,BRY,Ibrány,Ibrany,SZ,RL,--3-----,1301,,4808N 02143E,,"48.13333,21.71667",1,UN/LOCODE
,HU,BSK,Borsodszirák,Borsodszirak,BZ,RL,--3-----,1207,,4816N 02046E,,"48.26667,20.76667",1,UN/LOCODE
,HU,BTB,Biatorbágy,Biatorbagy,PE,RL,-23-----,0501,,4728N 01849E,,"47.46667,18.81667",1,UN/LOCODE
,HU,BTF,Berettyóújfalu,Berettyoujfalu,HB,RL,-23-----,1801,,4713N 02132E,,"47.21667,21.53333",1,UN/LOCODE
,HU,BTN,Balaton,Balaton,HE,RL,--3-----,0907,,4806N 02019E,,"48.10000,20.31667",1,UN/LOCODE
,HU,BTY,Bátonyterenye,Batonyterenye,NO,RL,--3-----,0901,,4758N 01950E,,"47.96667,19.83333",3,UN/LOCODE
,HU,BU2,Bükkösd,Bukkosd,BA,RL,--3-----,1601,,4606N 01759E,,"46.10000,17.98333",1,UN/LOCODE
,HU,BUA,Budaörs,Budaors,,RL,-23-----,0207,,4727N 01857E,,"47.45000,18.95000",1,UN/LOCODE
,HU,BUC,Bucsu,Bucsu,,QQ,--3-----,8202,,4716N 01630E,,"47.2639700,16.4938207",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/1131694
,HU,BUD,Budapest,Budapest,BU,AI,12345---,2007,,4730N 01905E,,"47.50000,19.08333",3,UN/LOCODE
,HU,BUK,Bük,Buk,VA,RL,--3-----,0212,,4723N 01644E,,"47.38333,16.73333",2,UN/LOCODE
,HU,BUO,Balatonfuzfo,Balatonfuzfo,VE,RL,-----6--,1107,,4704N 01803E,,"47.06667,18.05000",1,UN/LOCODE
,HU,BYK,Besenyotelek,Besenyotelek,HE,RL,--3-----,1601,,4742N 02026E,,"47.70000,20.43333",0,UN/LOCODE
,HU,BZD,Balatonoszöd,Balatonoszod,SO,RL,--3-----,1601,,4648N 01748E,,"46.80000,17.80000",1,UN/LOCODE
,HU,BZE,Berzence,Berzence,,RL,123-----,0601,,4612N 01709E,,"46.20000,17.15000",1,UN/LOCODE
,HU,BZI,Izsofalva,Izsofalva,BZ,RL,-----6--,0907,,4818N 02040E,,"48.30000,20.66667",1,UN/LOCODE
,HU,BZO,Balatonszárszó,Balatonszarszo,SO,RL,1----6--,1201,,4650N 01750E,,"46.83333,17.83333",1,UN/LOCODE
,HU,BZS,Balmazújváros,Balmazujvaros,HB,RL,--3-----,0701,,4736N 02120E,,"47.60000,21.33333",2,UN/LOCODE
,HU,C4S,Csovár,Csovar,PE,RL,--3-----,1407,,4749N 01920E,,"47.81667,19.33333",1,UN/LOCODE
,HU,CCC,Tiszaszentmárton,Tiszaszentmarton,SZ,RL,--3-----,1307,,4823N 02214E,,"48.38333,22.23333",1,UN/LOCODE
,HU,CDE,Csegold,Csegold,SZ,RL,--3-----,1601,,4754N 02241E,,"47.90000,22.68333",0,UN/LOCODE
,HU,CDP,Csanadapaca,Csanadapaca,BE,RL,--3-----,2001,,4633N 02053E,,"46.55000,20.88333",1,UN/LOCODE
,HU,CEG,Cegléd,Cegled,,RL,--3-----,0212,,4710N 01948E,,"47.16667,19.80000",1,UN/LOCODE
,HU,CEL,Celldömölk,Celldomolk,VA,RL,-23-----,0901,,4715N 01709E,,"47.25000,17.15000",1,UN/LOCODE
,HU,CGD,Csongrad,Csongrad,,RL,--3-----,0002,,4643N 02009E,,"46.7097618,20.1537305",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/1025084
,HU,CGE,Csenger,Csenger,,RL,-23--6--,0601,,4750N 02241E,,"47.83333,22.68333",0,UN/LOCODE
,HU,CKS,Kecskéd,Kecsked,KE,RL,--3-----,1407,,4731N 01819E,,"47.51667,18.31667",1,UN/LOCODE
,HU,CKY,Csokvaomany,Csokvaomany,BZ,RL,--3-----,1501,,4810N 02023E,,"48.16667,20.38333",1,UN/LOCODE
,HU,CMD,Csomád,Csomad,PE,RL,--3-----,1207,,4740N 01914E,,"47.66667,19.23333",1,UN/LOCODE
,HU,CMR,Csömör,Csomor,PE,RL,123-----,0307,,4733N 01914E,,"47.55000,19.23333",1,UN/LOCODE
,HU,CND,Csengod,Csengod,BK,RL,--3-----,1601,,4643N 01916E,,"46.71667,19.26667",0,UN/LOCODE
,HU,CNG,Csengele,Csengele,CS,AS,--3-----,,,4633N 01952E,,"46.55000,19.86667",1,UN/LOCODE
,HU,CPE,Csepel,Csepel,PE,RL,1-3-----,0212,,4725N 01904E,,"47.41667,19.06667",1,UN/LOCODE
,HU,CSA,Csaszar,Csaszar,KE,RL,--3-----,0907,,4730N 01809E,,"47.50000,18.15000",1,UN/LOCODE
,HU,CSB,Csehbánya,Csehbanya,VM,RL,--3-----,2001,,4711N 01741E,,"47.18333,17.68333",0,UN/LOCODE
,HU,CSD,Cserszegtomaj,Cserszegtomaj,,RL,--3-----,0601,,4648N 01713E,,"46.80000,17.21667",1,UN/LOCODE
,HU,CSE,Csengersima,Csengersima,,QQ,--3-----,8202,,4752N 02244E,,"47.8660813,22.7303134",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/1452432
,HU,CSK,Kaszok,Kaszok,BK,RL,--3-----,0901,,4629N 01758E,,"46.479639,17.965089",N/A (no UN/LOCODE),http://www.wikidata.org/entity/Q222301
,HU,CSO,Csorna,Csorna,GS,RL,-23-----,0207,,4736N 01714E,,"47.60000,17.23333",2,UN/LOCODE
,HU,CSP,Csepreg,Csepreg,VA,RL,-23-----,1201,,4724N 01643E,,"47.40000,16.71667",1,UN/LOCODE
,HU,CSS,Szegvar,Szegvar,CS,RL,-----6--,1007,,4635N 02013E,,"46.5851274,20.2219030",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/1025051
,HU,CST,Császártöltés,Csaszartoltes,BK,RL,--3-----,1707,,4625N 01911E,,"46.41667,19.18333",1,UN/LOCODE
,HU,CSU,Csurgo,Csurgo,SO,RL,-23-----,0207,,4616N 01705E,,"46.26667,17.08333",1,UN/LOCODE
,HU,CSV,Csorvas,Csorvas,,RL,--3-----,0701,,4637N 02048E,,"46.61667,20.80000",3,UN/LOCODE
,HU,CSY,Csólyospálos,Csolyospalos,BK,RL,--3-----,1801,,4625N 01950E,,"46.41667,19.83333",0,UN/LOCODE
,HU,CSZ,Csesztreg,Csesztreg,ZA,RL,-----6--,1001,,4643N 01631E,,"46.7184024,16.5164682",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/1415302
,HU,CVY,Csávoly,Csavoly,BK,RL,--3-----,0701,,4611N 01908E,,"46.18333,19.13333",1,UN/LOCODE
,HU,DAY,Dány,Dany,PE,RL,--3-----,1701,,4731N 01933E,,"47.51667,19.55000",1,UN/LOCODE
,HU,DDA,Dudar,Dudar,,RL,--3--6--,0607,,4719N 01756E,,"47.31667,17.93333",1,UN/LOCODE
,HU,DEB,Debrecen,Debrecen,,AI,1--4----,9601,,4732N 02138E,,"47.5313990,21.6259782",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/1444234
,HU,DES,Decs,Decs,TO,RL,--3-----,1801,,4617N 01846E,,"46.2843291,18.7600689",53,https://www.openstreetmap.org/relation/1501285
,HU,DEV,Devecser,Devecser,VE,RL,--3-----,1707,,4706N 01726E,,"47.10000,17.43333",1,UN/LOCODE
,HU,DFV,Dunaföldvár,Dunafoldvar,TO,RL,--3-----,1301,,4648N 01855E,,"46.80000,18.91667",1,UN/LOCODE
,HU,DGP,Drégelypalánk,Dregelypalank,NO,RL,-----6--,0901,,4803N 01903E,,"48.05000,19.05000",0,UN/LOCODE
,HU,DIO,Diósd,Diosd,PE,RL,--3-----,0901,,4724N 01857E,,"47.40000,18.95000",1,UN/LOCODE
,HU,DKE,Dunaalmás,Dunaalmas,KE,RL,--3-----,1807,,4744N 01820E,,"47.73333,18.33333",0,UN/LOCODE
,HU,DKI,Dunakiliti,Dunakiliti,GS,RL,--3-----,0907,,4758N 01717E,,"47.96667,17.28333",0,UN/LOCODE
,HU,DKZ,Dunakeszi,Dunakeszi,,QQ,0-------,,,4738N 01908E,,"47.6316697,19.1294055",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/214932
,HU,DOB,Dombóvár,Dombovar,TO,RL,-23-----,0212,,4622N 01808E,,"46.36667,18.13333",1,UN/LOCODE
,HU,DOC,Dóc,Doc,CS,AS,--3-----,,,4626N 02008E,,"46.43333,20.13333",1,UN/LOCODE
,HU,DPA,Dunapataj,Dunapataj,BK,RL,123-----,0212,,4637N 01859E,,"46.61667,18.98333",3,UN/LOCODE
,HU,DRA,Drávaszabolcs,Dravaszabolcs,,RL,--3-----,0212,,4548N 01813E,,"45.80000,18.21667",1,UN/LOCODE
,HU,DRE,Dunaremete,Dunaremete,GS,RL,1-3-----,0212,,4753N 01726E,,"47.88333,17.43333",1,UN/LOCODE
,HU,DRG,Dorog,Dorog,KE,RL,--3-----,0701,,4743N 01844E,,"47.71667,18.73333",1,UN/LOCODE
,HU,DSZ,Dunaharaszti,Dunaharaszti,,QQ,0-------,,,4721N 01905E,,"47.3541549,19.0912203",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/222340
,HU,DUK,Dunavarsány,Dunavarsany,,RL,-23-----,0601,,4717N 01905E,,"47.28333,19.08333",1,UN/LOCODE
,HU,DUO,Dusnok,Dusnok,ZA,RL,--3-----,1301,,4635N 01657E,,"46.58333,16.95000",1,UN/LOCODE
,HU,DUS,Dunaszentbenedek,Dunaszentbenedek,BK,RL,--3-----,1301,,4635N 01853E,,"46.58333,18.88333",1,UN/LOCODE
,HU,DUU,Dunaújváros,Dunaujvaros,FE,RL,123-----,0507,,4658N 01856E,,"46.96667,18.93333",1,UN/LOCODE
,HU,DUZ,Dunaszentmiklós,Dunaszentmiklos,KE,RL,--3-----,0212,,4742N 01822E,,"47.70000,18.36667",1,UN/LOCODE
,HU,DVE,Dunavecse,Dunavecse,BK,RL,123-----,0212,,4655N 01858E,,"46.91667,18.96667",0,UN/LOCODE
,HU,DVV,Devavanya,Devavanya,BE,RL,-----6--,1107,,4702N 02058E,,"47.03333,20.96667",0,UN/LOCODE
,HU,DZK,Deszk,Deszk,CS,RL,--3-----,0701,,4613N 02015E,,"46.21667,20.25000",1,UN/LOCODE
,HU,DZT,Dánszentmiklós,Danszentmiklos,PE,RL,--3-----,1601,,4713N 01933E,,"47.21667,19.55000",1,UN/LOCODE
,HU,EBS,Ebes,Ebes,HB,RL,1-------,0907,,4728N 02130E,,"47.46667,21.50000",1,UN/LOCODE
,HU,ECR,Ecser,Ecser,PE,RL,--3-----,0901,,4727N 01920E,,"47.45000,19.33333",1,UN/LOCODE
,HU,EDF,Endrefalva,Endrefalva,NO,RL,-23-----,0307,,4808N 01935E,,"48.13333,19.58333",1,UN/LOCODE
,HU,EED,Tokodaltaro,Tokodaltaro,FE,RL,--3-----,1601,,4744N 01842E,,"47.7321967,18.6926702",57,https://www.openstreetmap.org/relation/1027797
,HU,EEK,Erdotelek,Erdotelek,HE,RL,--3-----,1801,,4741N 02019E,,"47.68333,20.31667",1,UN/LOCODE
,HU,EGE,Egerszalok,Egerszalok,HE,RL,--3-----,1601,,4752N 02020E,,"47.86667,20.33333",1,UN/LOCODE
,HU,EGR,Eger,Eger,,QQ,0-------,,,4754N 02022E,,"47.8989887,20.3743665",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/1418156
,HU,EGY,Egyházasdengeleg,Egyhazasdengeleg,NO,RL,--3-----,1707,,4748N 01934E,,"47.80000,19.56667",1,UN/LOCODE
,HU,ELK,Elek,Elek,,RL,--3-----,0607,,4631N 02114E,,"46.51667,21.23333",2,UN/LOCODE
,HU,ENC,Encs,Encs,BZ,RL,-2------,0207,,4820N 02107E,,"48.33333,21.11667",1,UN/LOCODE
,HU,ENY,Enying,Enying,FE,RL,-----6--,0901,,4656N 01815E,,"46.93333,18.25000",1,UN/LOCODE
,HU,EPE,Eperjeske,Eperjeske,,QQ,-2------,8202,,4821N 02213E,,"48.3452238,22.2120073",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/1456917
,HU,ERC,Ercsi,Ercsi,FE,RL,1-------,0901,,4715N 01854E,,"47.2519697,18.8983773",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/1418513
,HU,ERD,Erdobenye,Erdobenye,BZ,RL,1----6--,1107,,4816N 02122E,,"48.26667,21.36667",1,UN/LOCODE
,HU,ESD,Ersekcsanad,Ersekcsanad,BK,RL,--3-----,1601,,4615N 01859E,,"46.2519797,18.9822596",111,https://www.openstreetmap.org/relation/1130367
,HU,EST,Esztergom,Esztergom,,QQ,1-------,8202,,4747N 01844E,,"47.7856939,18.7403377",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/1027785
,HU,ESZ,Budakeszi,Budakeszi,PE,RL,-----6--,0907,,4731N 01856E,,"47.51667,18.93333",1,UN/LOCODE
,HU,ETY,Etyek,Etyek,FE,RL,--3-----,1801,,4727N 01845E,,"47.45000,18.75000",1,UN/LOCODE
,HU,EXH,Érsekhalma,Ersekhalma,BK,RL,--3-----,1301,,4621N 01907E,,"46.35000,19.11667",1,UN/LOCODE
,HU,FAC,Fácánkert,Facankert,,RL,-23-----,0601,,4627N 01844E,,"46.45000,18.73333",0,UN/LOCODE
,HU,FE3,Lovasberény,Lovasbereny,FE,RL,--3-----,1407,,4718N 01833E,,"47.30000,18.55000",1,UN/LOCODE
,HU,FEL,Felsolajos,Felsolajos,BK,RL,--3-----,1301,,4704N 01931E,,"47.06667,19.51667",2,UN/LOCODE
,HU,FEO,Fertöd,Fertod,GS,RL,--3-----,0207,,4734N 01653E,,"47.56667,16.88333",6,UN/LOCODE
,HU,FER,Fertöújlak,Fertoujlak,,RL,-23-----,0207,,4741N 01652E,,"47.68333,16.86667",2,UN/LOCODE
,HU,FEZ,Fertrszentmiklós,Fertrszentmiklos,GS,RL,--3-----,0501,,4734N 01653E,,"47.56667,16.88333",N/A (no Nominatim),UN/LOCODE
,HU,FGA,Fehérgyarmat,Fehergyarmat,SZ,RL,--3-----,0701,,4759N 02231E,,"47.98333,22.51667",0,UN/LOCODE
